,date,contract,strike_price,op_fair_price,day,close,atr
345,2022-06-09,202206,16600.0,261.0,Thursday,16582.0,226.15953268954163
346,2022-06-10,202206,16450.0,286.0,Friday,16471.0,226.57670892600296
347,2022-06-13,202206,16050.0,162.5,Monday,16053.0,244.53551543128847
348,2022-06-14,202206,16050.0,324.0,Tuesday,16055.0,243.28297861476787
349,2022-06-15,202206W4,15500.0,595.0,Wednesday,15546.0,265.54848014228446
350,2022-06-16,202206W4,15400.0,1083.0,Thursday,15410.0,276.7950172749784
351,2022-06-17,202206W4,15200.0,489.0,Friday,15200.0,276.52394461247997
352,2022-06-20,202206W4,15000.0,1008.0,Monday,15038.0,275.70080571158854
353,2022-06-21,202206W4,15350.0,584.0,Tuesday,15334.0,279.15074816076077
354,2022-06-22,202206W5,15000.0,456.0,Wednesday,15012.0,284.2114090064207
355,2022-06-23,202206W5,14950.0,415.0,Thursday,14938.0,288.2677369345335
356,2022-06-24,202206W5,15050.0,603.0,Friday,15058.0,282.2486128677811
357,2022-06-27,202206W5,15300.0,301.0,Monday,15277.0,286.51656909151103
358,2022-06-28,202206W5,15200.0,525.0,Tuesday,15192.0,280.9082427278317
359,2022-06-29,202207W1,15000.0,372.0,Wednesday,15019.0,275.9862253901294
360,2022-06-30,202207W1,14600.0,407.0,Thursday,14622.0,285.4872092908344
361,2022-07-01,202207W1,14200.0,267.0,Friday,14175.0,306.0952657700605
362,2022-07-04,202207W1,14150.0,268.0,Monday,14152.0,304.7313182150562
363,2022-07-05,202207W1,14250.0,294.0,Tuesday,14231.0,315.46479548540935
364,2022-07-06,202207W2,13900.0,467.0,Wednesday,13871.0,320.14588152216584
365,2022-07-07,202207W2,14200.0,414.0,Thursday,14176.0,330.34974712772544
366,2022-07-08,202207W2,14350.0,376.0,Friday,14329.0,328.82476519003075
367,2022-07-11,202207W2,14300.0,293.0,Monday,14276.0,324.40871053359996
368,2022-07-12,202207W2,13900.0,73.0,Tuesday,13914.0,331.6652312097714
369,2022-07-13,202207,14300.0,478.0,Wednesday,14277.0,339.54628612335915
370,2022-07-14,202207,14400.0,306.0,Thursday,14389.0,337.79297997169067
371,2022-07-15,202207,14450.0,285.0,Friday,14475.0,328.5934814022842
372,2022-07-18,202207,14650.0,162.0,Monday,14650.0,318.76537558783536
373,2022-07-19,202207,14700.0,190.5,Tuesday,14678.0,307.71070590298996
374,2022-07-20,202207W4,14600.0,350.0,Wednesday,14616.0,298.37422690991923
375,2022-07-21,202207W4,14750.0,249.0,Thursday,14748.0,291.2046392734964
376,2022-07-22,202207W4,14750.0,277.0,Friday,14751.0,279.19002218253235
377,2022-07-25,202207W4,14800.0,133.5,Monday,14794.0,270.4621634552086
378,2022-07-26,202207W4,14700.0,150.0,Tuesday,14705.0,261.42915177983656
379,2022-07-27,202208W1,14800.0,322.0,Wednesday,14794.0,255.9699266527054
380,2022-07-28,202208W1,14850.0,193.0,Thursday,14831.0,249.32921760608357
381,2022-07-29,202208W1,14950.0,181.0,Friday,14938.0,242.87713063422046
382,2022-08-01,202208W1,14850.0,86.5,Monday,14870.0,235.24304987463327
